tweet_id,retweet_count,reply_count,like_count,quote_count
1585692445563441158,0,0,0,0
1585692437473013760,17,0,0,0
1585692437473013760,17,0,0,0
1585692437473013760,17,0,0,0
1585692437473013760,17,0,0,0
1585692437473013760,17,0,0,0
1585692437473013760,17,0,0,0
1585692436868759566,0,0,0,0
1585692436868759566,0,0,0,0
1585692436868759566,0,0,0,0
1585692436868759566,0,0,0,0
1585692431839657984,6,0,0,0
1585692431839657984,6,0,0,0
1585692431839657984,6,0,0,0
1585692431839657984,6,0,0,0
1585692431839657984,6,0,0,0
1585692431839657984,6,0,0,0
1585692431126757381,1790,0,0,0
1585692431126757381,1790,0,0,0
1585692431126757381,1790,0,0,0
1585692431126757381,1790,0,0,0
1585692431126757381,1790,0,0,0
1585692423635730433,0,0,0,0
1585692423635730433,0,0,0,0
1585692423635730433,0,0,0,0
1585692423635730433,0,0,0,0
1585692423635730433,0,0,0,0
1585692422520045582,0,0,0,0
1585692422520045582,0,0,0,0
1585692422520045582,0,0,0,0
1585692422520045582,0,0,0,0
1585692420791943168,7,0,0,0
1585692420791943168,7,0,0,0
1585692420791943168,7,0,0,0
1585692420791943168,7,0,0,0
1585692420791943168,7,0,0,0
1585692420339273729,0,0,0,0
1585692420339273729,0,0,0,0
1585692420339273729,0,0,0,0
1585692420339273729,0,0,0,0
1585692409433931777,0,0,0,0
1585692409433931777,0,0,0,0
1585692409433931777,0,0,0,0
1585692409433931777,0,0,0,0
1585692402312003587,1,0,1,0
1585692402312003587,1,0,1,0
1585692402312003587,1,0,1,0
1585692402312003587,1,0,1,0
1585692396104609792,0,1,0,0
1585692396104609792,0,1,0,0
1585692396104609792,0,1,0,0
1585692396104609792,0,1,0,0
1585692396104609792,0,1,0,0
1585692396104609792,0,1,0,0
1585692390949519400,2,0,0,0
1585692390949519400,2,0,0,0
1585692390949519400,2,0,0,0
1585692390949519400,2,0,0,0
1585692390949519400,2,0,0,0
1585692377729073170,0,0,0,0
1585692377729073170,0,0,0,0
1585692377729073170,0,0,0,0
1585692377729073170,0,0,0,0
1585692377729073170,0,0,0,0
1585692373257945105,54,0,0,0
1585692373257945105,54,0,0,0
1585692373257945105,54,0,0,0
1585692373257945105,54,0,0,0
1585692373257945105,54,0,0,0
1585692372674936844,0,0,0,0
1585692372674936844,0,0,0,0
1585692372674936844,0,0,0,0
1585692372674936844,0,0,0,0
1585692348948058113,440,0,0,0
1585692348948058113,440,0,0,0
1585692348948058113,440,0,0,0
1585692348948058113,440,0,0,0
1585692348948058113,440,0,0,0
1585692348948058113,440,0,0,0
1585692341943369728,1790,0,0,0
1585692341943369728,1790,0,0,0
1585692341943369728,1790,0,0,0
1585692341943369728,1790,0,0,0
1585692341943369728,1790,0,0,0
1585692337560522752,643,0,0,0
1585692337560522752,643,0,0,0
1585692337560522752,643,0,0,0
1585692337560522752,643,0,0,0
1585692337560522752,643,0,0,0
1585692333311303680,0,1,0,0
1585692333311303680,0,1,0,0
1585692333311303680,0,1,0,0
1585692333311303680,0,1,0,0
1585692331210027009,1,0,1,0
1585692331210027009,1,0,1,0
1585692331210027009,1,0,1,0
1585692331210027009,1,0,1,0
1585692331210027009,1,0,1,0
1585692327548420112,2580,0,0,0
1585692327548420112,2580,0,0,0
1585692327548420112,2580,0,0,0
1585692327548420112,2580,0,0,0
1585692327548420112,2580,0,0,0
1585692319403376640,2580,0,0,0
1585692319403376640,2580,0,0,0
1585692319403376640,2580,0,0,0
1585692319403376640,2580,0,0,0
1585692319403376640,2580,0,0,0
1585692311773642792,20,0,0,0
1585692311773642792,20,0,0,0
1585692311773642792,20,0,0,0
1585692311773642792,20,0,0,0
1585692311773642792,20,0,0,0
1585692311773642792,20,0,0,0
1585692298494476288,21,0,0,0
1585692298494476288,21,0,0,0
1585692298494476288,21,0,0,0
1585692298494476288,21,0,0,0
1585692298494476288,21,0,0,0
1585692294992330752,1,0,0,0
1585692294992330752,1,0,0,0
1585692294992330752,1,0,0,0
1585692294992330752,1,0,0,0
1585692294992330752,1,0,0,0
1585692292580507681,1790,0,0,0
1585692292580507681,1790,0,0,0
1585692292580507681,1790,0,0,0
1585692292580507681,1790,0,0,0
1585692292580507681,1790,0,0,0
1585692288679804931,17,11,67,3
1585692288679804931,17,11,67,3
1585692288679804931,17,11,67,3
1585692288679804931,17,11,67,3
1585692288679804931,17,11,67,3
1585692274498752513,0,0,0,0
1585692274498752513,0,0,0,0
1585692274498752513,0,0,0,0
1585692274498752513,0,0,0,0
