user_id,name,username,location,profile_image_url,created_at
2183476064,CodeVA,codeVirginia,Virginia,https://pbs.twimg.com/profile_images/1317243925615284224/56K1FWmC_normal.jpg,2013-11-09T03:09:53.000Z
1600979420,CTB-UPM,CTBUPM,"Madrid, Comunidad de Madrid",https://pbs.twimg.com/profile_images/1090589880315449344/RlzkrSLc_normal.jpg,2013-07-17T13:35:25.000Z
1600979420,CTB-UPM,CTBUPM,"Madrid, Comunidad de Madrid",https://pbs.twimg.com/profile_images/1090589880315449344/RlzkrSLc_normal.jpg,2013-07-17T13:35:25.000Z
1252471063730106368,Real News Hub,realnewshubs,United States,https://pbs.twimg.com/profile_images/1522756229172400128/w1vyhpl6_normal.jpg,2020-04-21T05:36:12.000Z
1252471063730106368,Real News Hub,realnewshubs,United States,https://pbs.twimg.com/profile_images/1522756229172400128/w1vyhpl6_normal.jpg,2020-04-21T05:36:12.000Z
23492479,From NYC to DFW 🇺🇸🇺🇸,lynnfromnyc,NYer deep in the heart of TX,https://pbs.twimg.com/profile_images/1063057391036571648/cRWzvyor_normal.jpg,2009-03-09T20:10:45.000Z
435523131,Dr. Tammy,DrTammyFrancis,Texas,https://pbs.twimg.com/profile_images/1483504830480068616/CdoOCVBS_normal.jpg,2011-12-13T04:45:17.000Z
435523131,Dr. Tammy,DrTammyFrancis,Texas,https://pbs.twimg.com/profile_images/1483504830480068616/CdoOCVBS_normal.jpg,2011-12-13T04:45:17.000Z
957879728337137664,ITRESEARCH,followITR,"Bhubaneshwar, India",https://pbs.twimg.com/profile_images/964006186277195777/rcE-mGVe_normal.jpg,2018-01-29T07:34:58.000Z
957879728337137664,ITRESEARCH,followITR,"Bhubaneshwar, India",https://pbs.twimg.com/profile_images/964006186277195777/rcE-mGVe_normal.jpg,2018-01-29T07:34:58.000Z
90603838,NinjaHelloKitty,food_blogger,South Central SG,https://pbs.twimg.com/profile_images/3282387615/15bd91e8b8f01d8be1417cdffc8d6e24_normal.jpeg,2009-11-17T10:35:45.000Z
15099644,Jenna Krambeck-Reeh,KrambeckReeh,"Papillion La Vista, Nebraska",https://pbs.twimg.com/profile_images/1333196029102071808/pa9J-Rvk_normal.jpg,2008-06-12T18:45:13.000Z
32126476,NETA,yourNETA,Nebraska,https://pbs.twimg.com/profile_images/378800000539800244/653347204956e5aee0cbdc077348e769_normal.jpeg,2009-04-16T19:43:38.000Z
32126476,NETA,yourNETA,Nebraska,https://pbs.twimg.com/profile_images/378800000539800244/653347204956e5aee0cbdc077348e769_normal.jpeg,2009-04-16T19:43:38.000Z
1252471063730106368,Real News Hub,realnewshubs,United States,https://pbs.twimg.com/profile_images/1522756229172400128/w1vyhpl6_normal.jpg,2020-04-21T05:36:12.000Z
1252471063730106368,Real News Hub,realnewshubs,United States,https://pbs.twimg.com/profile_images/1522756229172400128/w1vyhpl6_normal.jpg,2020-04-21T05:36:12.000Z
951399928609296384,PhysAstro @ University of St Andrews,PhysAstroStAnd,"St Andrews, Scotland, UK",https://pbs.twimg.com/profile_images/1488820576990945282/KtcYbJIg_normal.jpg,2018-01-11T10:26:33.000Z
276692046,Science Atlantic,scienceatlantic,"NB, PEI, NS, Nfld & Lab",https://pbs.twimg.com/profile_images/1440023293843607556/RhCq0Ke9_normal.jpg,2011-04-03T22:00:19.000Z
276692046,Science Atlantic,scienceatlantic,"NB, PEI, NS, Nfld & Lab",https://pbs.twimg.com/profile_images/1440023293843607556/RhCq0Ke9_normal.jpg,2011-04-03T22:00:19.000Z
785241113439375360,HarperShaw,harpershawic,"West Yorkshire, UK",https://pbs.twimg.com/profile_images/1218929863668781061/hvqKwA6y_normal.jpg,2016-10-09T22:10:45.000Z
785241113439375360,HarperShaw,harpershawic,"West Yorkshire, UK",https://pbs.twimg.com/profile_images/1218929863668781061/hvqKwA6y_normal.jpg,2016-10-09T22:10:45.000Z
978216415592435712,VNIT Nagpur,VNITN,"Nagpur, India",https://pbs.twimg.com/profile_images/1555434391207235585/TUJ5At5I_normal.jpg,2018-03-26T10:25:42.000Z
